レセプト電算処理システムコード,薬価基準収載医薬品コード,レセプト電算処理システム医薬品名
640433011,3999405A3057,エストチン注射液　１００，０００単位２ｍＬ
640433012,7219412G3040,オイパロミン３００シリンジ　６１．２４％１００ｍＬ
640433013,2119402P2042,カタボン・Ｈｉ　０．３％２００ｍＬ
640433013,2119402P2077,カタボン・Ｈｉ　０．３％２００ｍＬ
640433014,2119402P1046,カタボン・Ｌｏｗ　０．１％２００ｍＬ
640433014,2119402P1070,カタボン・Ｌｏｗ　０．１％２００ｍＬ
640433021,3234401A1061,キシリトール注ＭＰ５％　５００ｍＬ
640433022,3999405A2069,クレアキュート注射液　５０，０００単位１ｍＬ
640433023,3999405A3065,クレアキュート注射液　１００，０００単位２ｍＬ
640433024,2190501A4050,グリセレブ　２００ｍＬ
640433025,2190501A5048,グリセレブ　５００ｍＬ
640433026,2190501A6052,グリセレブ　３００ｍＬ
640433027,3999414A1037,サーカルニン注　１０国際単位０．５ｍＬ
640433028,3999414A1045,サーモストン注射液　１０国際単位０．５ｍＬ
640433028,3999414A1010,サーモストン注射液　１０国際単位０．５ｍＬ
640433029,3999414A2033,サケカルトン注　１０国際単位１ｍＬ
640433029,3999414A2041,サケカルトン注１０　１０国際単位１ｍＬ
640433030,3999414A1053,サケシトニン注　１０国際単位０．５ｍＬ
640433031,3929405A6027,ジュータミン７％ーＰＬ　２０ｍＬ
640433032,6135400G2029,静注用フラゼミシンＳ　２ｇ（注射用水１００ｍＬ付）
640433033,6135400F2015,静注用ホスカリーゼＳ　１ｇ
640433033,6135400F2120,静注用ホスカリーゼＳ　１ｇ
640433033,6135400F2171,静注用ホスカリーゼＳ　１ｇ
640433034,6135400F3011,静注用ホスカリーゼＳ　２ｇ
640433034,6135400F3135,静注用ホスカリーゼＳ　２ｇ
640433034,6135400F3186,静注用ホスカリーゼＳ　２ｇ
640433035,1149502A1062,ジカベリン注　２ｍＬ
640433036,1149503A1067,ジカベリン注　５ｍＬ
640433037,6132401G1033,セファメジンαキット　２ｇ（生理食塩液１００ｍＬ付）
640433038,6132401G2030,セファメジンαキット　２ｇ（５％ブドウ糖注射液１００ｍＬ付）
640433039,6132401G3044,セファメジンαキット　１ｇ（生理食塩液１００ｍＬ付）
640433040,6132401E1032,セファメジンα筋注用　２５０ｍｇ（溶解液付）
640433040,6132401E1040,セファメジンα筋注用　２５０ｍｇ（溶解液付）
640433041,6132401E2047,セファメジンα筋注用　５００ｍｇ（溶解液付）
640433042,6132401D1037,セファメジンα注射用　２５０ｍｇ
640433043,6132401D2068,セファメジンα注射用　５００ｍｇ
640433044,6132401D3129,セファメジンα注射用　１ｇ
640433045,6132401D4125,セファメジンα注射用　２ｇ
640433046,3319557A2028,ソルアセトＦ　５００ｍＬ
640433047,3319557A3032,ソルアセトＦ　１Ｌ
640433048,3999414D1025,注射用カルシトラン　１０国際単位（溶解液付）
640433049,7229400D1061,注射用グルカゴンＳ　１Ｕ．Ｓ．Ｐ．単位（溶解液付）
640433050,7229400D1070,注射用グルカゴンＦＳ　１Ｕ．Ｓ．Ｐ．単位（溶解液付）
640433054,3253404A3039,テルフィス　２００ｍＬ
640433055,3253404A4035,テルフィス　５００ｍＬ
640433056,6250401A1018,点滴静注用アシクロビン　２５０ｍｇ
640433056,6250401A1034,点滴静注用アシクロビン　２５０ｍｇ
640433056,6250401A1050,点滴静注用アシクロビン　２５０ｍｇ
640433057,6250401A2022,点滴静注用ビクロックス　１２５ｍｇ
640433057,6250401A2030,点滴静注用ビクロックス　１２５ｍｇ
640433058,2456402C4027,デポ・メルコート４０ｍｇ　１ｍＬ
640433059,1149601A2054,ノルポート注　３ｍＬ
640433060,1242401A1250,ヒヨスパン注　２％１ｍＬ
640433061,1149502A1070,ビーセルファ注　２ｍＬ
640433062,1149503A1075,ビーセルファ注　５ｍＬ
640433063,3134402A1176,ピドキサール注１０ｍｇ
640433064,3134402A2180,ピドキサール注３０ｍｇ
640433065,2329402D1039,ピレンゼール注　１０ｍｇ（溶解液付）
640433066,4235404A1024,ファルモルビシンＲＴＵ注射液　１０ｍｇ５ｍＬ
640433067,2413403A1032,フォリルモンＰ注　７５単位（溶解液付）
640433068,2139401A2129,フロキサイド注　２０ｍｇ
640433069,2190406A1047,プリンク注　５μｇ１ｍＬ
640433069,2190406A1080,プリンク注　５μｇ１ｍＬ
640433070,2190406A2043,プリンク注　１０μｇ２ｍＬ
640433070,2190406A2086,プリンク注　１０μｇ２ｍＬ
640433071,2234400A1046,ベラミトール注射液　０．２％２ｍＬ
640433072,6134400A1049,ベリカシン注射液　５０ｍｇ
640433073,6134400A2045,ベリカシン注射液　１００ｍｇ
640433074,3229501A1043,ボルビックス注　２ｍＬ
640433075,3999414A1061,マリンカトニール注　１０国際単位０．５ｍＬ
640433076,3233400A3143,マルトース注ＭＰ１０％　５００ｍＬ
640433077,3929405A6035,メイロンーＰ　７％２０ｍＬ
640433078,2149400A2058,ラジストミン注射液　１０ｍｇ１０ｍＬ
640433078,2149400A2082,ラジストミン注射液　１０ｍｇ１０ｍＬ
640433079,6112400A3010,リンタマイシン注　６００ｍｇ２ｍＬ
640433079,6112400A3052,リンタマイシン注　６００ｍｇ２ｍＬ
640433080,3410525D2024,リンパック　３袋（Ａ液２７Ｌ用）
640433081,3410530D1029,リンパック３号　３袋
640433082,3999414A1070,レトン注射液　１０国際単位０．５ｍＬ
640433082,3999414A1096,レトン注射液　１０国際単位０．５ｍＬ
640441001,1214401A5014,オリベス静注用２％　５ｍＬ
640441002,1214402A8018,１％カルボカインアンプル　２ｍＬ
640441003,1214402A9014,１％カルボカインアンプル　５ｍＬ
640441004,1214402H1011,１％カルボカインアンプル　１０ｍＬ
640441005,2325400A1018,タイガストロン注射液　１０％２ｍＬ
640441005,2325400A1131,タイガストロン注射液　１０％２ｍＬ
640441006,3231401A1019,糖注ＭＰ５％　２０ｍＬ
640441008,3231401A4018,糖注ＭＰ５％　２５０ｍＬ
640441009,3231401A6010,糖注ＭＰ５％　５００ｍＬ
640441010,3231401J1019,テルモ糖注　５％１００ｍＬ
640441011,3311401A2018,生食ＭＰ　２０ｍＬ
640441012,3311401A2018,生食液「モハン」　２０ｍＬ
640441013,3311401A2018,生食注「トーワ」　２０ｍＬ
640441015,3311401A3014,生食ＭＰ　１００ｍＬ
640441016,3311401A5017,生食ＭＰ　２５０ｍＬ
640441016,3311401A5068,生食ＭＰ　２５０ｍＬ
640441017,3311401A7010,生食ＭＰ　５００ｍＬ
640441017,3311401A7133,生食ＭＰ　５００ｍＬ
640441019,3311401H4019,テルモ生食　１００ｍＬ
640441021,6343433A1019,テタノブリンーＩＨ　２５０国際単位
640441022,6343433A2015,テタノブリンーＩＨ　１，５００国際単位
640442002,2119404A1018,ドブックス注　１００ｍｇ
640442003,6112400A1017,ペランコシン注射液　３００ｍｇ１ｍＬ
640442004,6112400A3010,ペランコシン注射液　６００ｍｇ２ｍＬ
640442005,6112400A4016,ルニアマイシン注　６００ｍｇ２ｍＬ
640442006,6132403D2016,注射用コアキシン　１ｇ
640442007,6132403D3012,注射用コアキシン　２ｇ
640442008,6135400F2015,ハロスミンＳ静注用　１ｇ
640442009,6135400F3011,ハロスミンＳ静注用　２ｇ
640442010,6250401A1018,点滴静注用アシクロビン　２５０ｍｇ
640442011,6250401F1015,アクチオス点滴静注用　２５０ｍｇ
640442012,6290400A1019,ミコウィン注　１％２０ｍＬ
640442013,6290400A2015,フェミナゾール注　１％４０ｍＬ
640442014,6290400A3011,フェミナゾール注　１％２０ｍＬ
640443001,2160402A1023,イミグラン注　３ｍｇ１ｍＬ
640443002,4224401A6029,キロサイドＮ注　４００ｍｇ
640443003,2129408A1020,サンリズム注射液　５０ｍｇ５ｍＬ
640443004,4224404D1027,フルダラ　５０ｍｇ
640443004,4229400D1025,フルダラ　５０ｍｇ
640443004,4229400D1033,フルダラ　５０ｍｇ
640443005,1214403A4025,マーカイン注脊麻用０．５％高比重　４ｍＬ
640443006,1214403A5021,マーカイン注脊麻用０．５％等比重　４ｍＬ
640443007,3399405A4026,グラン注射液Ｍ　３００μｇ０．７ｍＬ
640443008,6343434D1028,注射用ノボセブン１．２ｍｇ　２．２ｍＬ（溶解液付）
640443009,6343434D2024,注射用ノボセブン４．８ｍｇ　８．５ｍＬ（溶解液付）
640443010,3179508G1028,Ｍ．Ｖ．Ｉ．キット　５ｍＬ
640443011,3179518G1021,Ｍ．Ｖ．Ｉ．ー１２キット　１０ｍＬ
640443012,2251400G1023,テオドリップ　０．１％２００ｍＬ
640443015,3319561A1028,フィジオ１４０　２５０ｍＬ
640443016,3319561A2024,フィジオ１４０　５００ｍＬ
640443017,3999408G1220,スベニールディスポ　１％２．５ｍＬ
640443018,3999408A2020,スベニールバイアル　１％２．５ｍＬ
640443019,3410531A1027,バイフィルーＳ　６Ｌ
640443020,3410532A1021,バイフィル専用炭酸水素ナトリウム補充液　１Ｌ
640443021,3410532A2028,バイフィル専用炭酸水素ナトリウム補充液　２Ｌ
640443022,3999421A1029,アルギＵ注　１０％２００ｍＬ
640443023,3112401A1026,オキサロール注　２．５μｇ１ｍＬ
640443024,3112401A2022,オキサロール注　５μｇ１ｍＬ
640443025,3112401A3029,オキサロール注　１０μｇ１ｍＬ
640443026,2391400A2028,カイトリル注射液　１．０ｍｇ１ｍＬ
640443026,2391400A3024,カイトリル注射液　１．０ｍｇ１ｍＬ
640443027,2499406G2021,ゾラデックス１．８ｍｇデポ　（ゴセレリンとして）
640443028,7219420A1023,ビジパーク２７０　５４．９７％２０ｍＬ
640443029,7219420A2020,ビジパーク２７０　５４．９７％５０ｍＬ
640443030,7219420A3026,ビジパーク２７０　５４．９７％１００ｍＬ
640443031,7219420A4022,ビジパーク３２０　６５．１５％５０ｍＬ
640443032,7219420A5029,ビジパーク３２０　６５．１５％１００ｍＬ
640443033,3339600A1022,オルガラン注　１，２５０抗第Ｘａ因子活性単位１ｍＬ
640443034,6343414X1035,ファイバ　５００単位１０ｍＬ（溶解液付）
640443035,6343414X2031,ファイバ　１，０００単位２０ｍＬ（溶解液付）
640443036,6241400A1022,シプロキサン注２００ｍｇ　１００ｍＬ
640443037,6241400A2029,シプロキサン注３００ｍｇ　１５０ｍＬ
640443038,6343435D1022,注射用アナクトＣ２，５００単位　（溶解液付）
640443039,6399416D1025,ベタフェロン皮下注　９６０万国際単位（溶解液付）
640443040,1242406G1027,アトクイック０．０５％注シリンジ　１ｍＬ
640443040,1242406G1035,アトクイック０．０５％注シリンジ　１ｍＬ
640443041,2451402G1023,エピクイック０．１％注シリンジ　１ｍＬ
640443041,2451402G1031,エピクイック０．１％注シリンジ　１ｍＬ
640443042,3999413G1027,エポジンＳ　７５０国際単位０．５ｍＬ
640443042,3999413G1035,エポジンＳ　７５０国際単位０．５ｍＬ
640443043,3999413G2031,エポジンＳ　１，５００国際単位０．５ｍＬ
640443043,3999413G2023,エポジンＳ　１５００国際単位０．５ｍＬ
640443044,3999413G3038,エポジンＳ　３，０００国際単位０．５ｍＬ
640443044,3999413G3020,エポジンＳ　３０００国際単位０．５ｍＬ
640443045,2129409G1028,静注用２％リドクイックシリンジ　５ｍＬ
640443045,2129409G1036,静注用２％リドクイックシリンジ　５ｍＬ
640443046,6132426G3028,ファーストシン静注用１ｇバッグＳ　（生理食塩液１００ｍＬ付）
640443047,6132426G4024,ファーストシン静注用１ｇバッグＧ　５％ブドウ糖注射液１００ｍＬ付
640443048,6133401G1022,フルマリンキット静注用１ｇ　（生理食塩液１００ｍＬ付）
640443049,8114402G1020,プレペノン１％注シリンジ　１０ｍＬ
640443049,8114402G1039,プレペノン１％注シリンジ　１０ｍＬ
640443050,4223401A1054,ＦＵ注「シエーリング」　２５０ｍｇ
640443051,4223401A2034,ＦＵ注「シエーリング」　５００ｍｇ
640443052,4240408D1029,ハイカムチン注射用　１．１ｍｇ
640443053,7290411G1022,マグネスコープシリンジ　３７．６９５％１０ｍＬ
640443054,7290411G2029,マグネスコープシリンジ　３７．６９５％１５ｍＬ
640443055,7290411G3025,マグネスコープシリンジ　３７．６９５％２０ｍＬ
640444001,2190408A1046,アルガロン注　１０ｍｇ２０ｍＬ
640444001,2190408A1070,アルガロン注　１０ｍｇ２０ｍＬ
640444002,6343410X5148,アルブミンーＷｆ　２５％５０ｍＬ
640444003,6139501G1032,インダストキット　５００ｍｇ（生理食塩液１００ｍＬ付）
640444003,6139501G1040,インダストキット　５００ｍｇ（生理食塩液１００ｍＬ付）
640444004,6139501D2032,インダスト点滴用　５００ｍｇ
640444004,6139501D2059,インダスト点滴用　５００ｍｇ
640444005,3954400D4055,ウロキナーゼ６万ーＷｆ　６０，０００国際単位
640444005,3954400D1137,ウロキナーゼ６万ーＷｆ　６００００国際単位
640444006,3954400D5027,ウロキナーゼ１２万ーＷｆ　１２０，０００国際単位
640444006,3954400D2052,ウロキナーゼ１２万ーＷｆ　１２００００国際単位
640444007,3954400D6023,ウロキナーゼ２４万ーＷｆ　２４０，０００国際単位
640444007,3954400D3113,ウロキナーゼ２４万ーＷｆ　２４００００国際単位
640444008,3229501A1051,エレミール注　２ｍＬ
640444009,2171405D3054,塩酸ジルチアゼム注射用２５０「イセイ」　２５０ｍｇ
640444009,2171405D3062,塩酸ジルチアゼム注射用２５０「イセイ」　２５０ｍｇ
640444013,3410520D2021,キドライム　Ｔー３０　２袋
640444014,2412402D8023,グロウジェクト注１．３３ｍｇ　（溶解液付）
640444014,2412402D8074,グロウジェクト注１．３３ｍｇ　（溶解液付）
